Amount,Category,Reason,Mood,Date,User ID
195409,Tersier,Gaya Hidup,Tidak Baik,2025-04-30,6
489469,Tersier,Luxury,Tidak Baik,2025-05-01,5
904244,Tidak Terduga,Esensial,Senang,2025-05-02,10
599605,Tidak Terduga,Terencana,Tidak Baik,2025-05-03,2
767715,Primer,Sial,Buruk,2025-05-04,12
347212,Primer,Gaya Hidup,Buruk,2025-05-05,2
671390,Sekunder,Gaya Hidup,Baik,2025-05-06,15
876305,Tersier,Sial,Tidak Baik,2025-05-07,14
715743,Tidak Terduga,Sial,Tidak Baik,2025-05-08,9
584634,Tidak Terduga,Terencana,Baik,2025-05-09,18
38203,Sekunder,Gaya Hidup,Tidak Baik,2025-05-10,15
730305,Tidak Terduga,Teratur,Tidak Baik,2025-05-11,4
886795,Tersier,Teratur,Buruk,2025-05-12,16
611542,Tersier,Teratur,Baik,2025-05-13,16
343921,Sekunder,Esensial,Buruk,2025-05-14,11
725613,Tersier,Luxury,Tidak Baik,2025-05-15,9
138618,Primer,Kewajiban,Buruk,2025-05-16,14
950782,Tersier,Gaya Hidup,Tidak Baik,2025-05-17,4
170814,Primer,Irasional,Tidak Baik,2025-05-18,20
307312,Tidak Terduga,Irasional,Baik,2025-05-19,20
151035,Primer,Gaya Hidup,Buruk,2025-05-20,6
962931,Sekunder,Esensial,Buruk,2025-05-21,9
142235,Sekunder,Kewajiban,Tidak Baik,2025-05-22,2
808480,Sekunder,Luxury,Buruk,2025-05-23,13
610097,Sekunder,Sial,Senang,2025-05-24,12
192998,Sekunder,Gaya Hidup,Tidak Baik,2025-05-25,18
315577,Tersier,Esensial,Baik,2025-05-26,8
325442,Tidak Terduga,Kewajiban,Tidak Baik,2025-05-27,18
664210,Primer,Luxury,Tidak Baik,2025-05-28,15
250861,Primer,Irasional,Buruk,2025-05-29,5
782470,Tidak Terduga,Gaya Hidup,Buruk,2025-05-30,16
389536,Sekunder,Irasional,Baik,2025-05-31,5
243487,Sekunder,Teratur,Senang,2025-06-01,11
750892,Primer,Esensial,Tidak Baik,2025-06-02,17
695046,Sekunder,Kewajiban,Baik,2025-06-03,3
924343,Tersier,Teratur,Tidak Baik,2025-06-04,6
306807,Tersier,Irasional,Baik,2025-06-05,5
559959,Tersier,Sial,Baik,2025-06-06,11
542262,Tidak Terduga,Terencana,Baik,2025-06-07,20
293319,Tidak Terduga,Gaya Hidup,Buruk,2025-06-08,2
979314,Tersier,Irasional,Senang,2025-06-09,19
982273,Tidak Terduga,Kewajiban,Buruk,2025-06-10,11
917204,Tersier,Sial,Senang,2025-06-11,13
83266,Sekunder,Irasional,Senang,2025-06-12,13
126781,Tidak Terduga,Terencana,Senang,2025-06-13,18
695095,Tersier,Sial,Senang,2025-06-14,10
474151,Tidak Terduga,Luxury,Tidak Baik,2025-06-15,9
899634,Primer,Esensial,Baik,2025-06-16,17
320120,Primer,Kewajiban,Baik,2025-06-17,5
76228,Tersier,Kewajiban,Tidak Baik,2025-06-18,8
33717,Tersier,Kewajiban,Buruk,2025-06-19,16
379759,Tersier,Kewajiban,Senang,2025-06-20,8
838577,Primer,Sial,Tidak Baik,2025-06-21,7
167174,Tidak Terduga,Teratur,Tidak Baik,2025-06-22,15
698061,Primer,Esensial,Buruk,2025-06-23,19
304680,Tersier,Sial,Buruk,2025-06-24,3
199430,Tersier,Terencana,Baik,2025-06-25,6
807236,Tersier,Kewajiban,Tidak Baik,2025-06-26,4
493298,Tersier,Gaya Hidup,Buruk,2025-06-27,5
608478,Tersier,Irasional,Senang,2025-06-28,3
769945,Tersier,Sial,Baik,2025-06-29,3
478462,Sekunder,Irasional,Buruk,2025-06-30,2
618153,Sekunder,Terencana,Baik,2025-07-01,4
40139,Sekunder,Gaya Hidup,Baik,2025-07-02,17
147308,Primer,Kewajiban,Senang,2025-07-03,15
108898,Tidak Terduga,Luxury,Senang,2025-07-04,17
956004,Tersier,Kewajiban,Buruk,2025-07-05,2
754586,Sekunder,Gaya Hidup,Baik,2025-07-06,8
977837,Primer,Irasional,Senang,2025-07-07,12
186294,Tidak Terduga,Esensial,Tidak Baik,2025-07-08,18
602092,Tersier,Irasional,Baik,2025-07-09,14
67778,Tersier,Sial,Buruk,2025-07-10,20
905136,Tidak Terduga,Kewajiban,Tidak Baik,2025-07-11,2
417151,Tidak Terduga,Kewajiban,Baik,2025-07-12,3
640805,Tidak Terduga,Teratur,Senang,2025-07-13,15
609364,Primer,Kewajiban,Baik,2025-07-14,2
185287,Sekunder,Gaya Hidup,Senang,2025-07-15,16
480664,Tersier,Gaya Hidup,Senang,2025-07-16,10
163636,Sekunder,Esensial,Senang,2025-07-17,2
73860,Tidak Terduga,Sial,Tidak Baik,2025-07-18,8
353232,Tersier,Luxury,Senang,2025-07-19,20
412364,Tersier,Kewajiban,Baik,2025-07-20,5
972650,Sekunder,Esensial,Baik,2025-07-21,12
864794,Sekunder,Gaya Hidup,Senang,2025-07-22,4
932512,Tersier,Teratur,Senang,2025-07-23,19
71832,Primer,Gaya Hidup,Tidak Baik,2025-07-24,20
972590,Tidak Terduga,Kewajiban,Buruk,2025-07-25,20
405190,Sekunder,Terencana,Senang,2025-07-26,9
250281,Tersier,Esensial,Buruk,2025-07-27,12
745198,Sekunder,Kewajiban,Tidak Baik,2025-07-28,6
291650,Tersier,Kewajiban,Buruk,2025-07-29,20
729330,Primer,Terencana,Senang,2025-07-30,11
137786,Sekunder,Luxury,Tidak Baik,2025-07-31,4
400858,Tersier,Gaya Hidup,Tidak Baik,2025-08-01,16
848011,Sekunder,Irasional,Buruk,2025-08-02,4
617080,Tersier,Esensial,Tidak Baik,2025-08-03,6
957082,Tidak Terduga,Teratur,Baik,2025-08-04,6
947202,Tersier,Terencana,Tidak Baik,2025-08-05,5
456117,Tersier,Esensial,Buruk,2025-08-06,16
680810,Tersier,Terencana,Buruk,2025-08-07,13
815884,Tersier,Sial,Senang,2025-08-08,9
192060,Tidak Terduga,Gaya Hidup,Buruk,2025-08-09,8
278237,Primer,Sial,Senang,2025-08-10,8
936604,Tidak Terduga,Luxury,Buruk,2025-08-11,18
200395,Primer,Luxury,Tidak Baik,2025-08-12,15
868742,Primer,Teratur,Tidak Baik,2025-08-13,6
880155,Tidak Terduga,Kewajiban,Senang,2025-08-14,6
215652,Sekunder,Esensial,Tidak Baik,2025-08-15,1
954231,Primer,Teratur,Buruk,2025-08-16,12
462322,Tidak Terduga,Esensial,Buruk,2025-08-17,10
55990,Tersier,Teratur,Senang,2025-08-18,5
218073,Tidak Terduga,Gaya Hidup,Buruk,2025-08-19,5
802343,Primer,Terencana,Tidak Baik,2025-08-20,4
999395,Sekunder,Teratur,Buruk,2025-08-21,13
378321,Sekunder,Gaya Hidup,Senang,2025-08-22,6
850391,Sekunder,Teratur,Buruk,2025-08-23,13
461712,Tersier,Luxury,Senang,2025-08-24,11
871204,Tidak Terduga,Terencana,Buruk,2025-08-25,9
732448,Tidak Terduga,Gaya Hidup,Senang,2025-08-26,19
936036,Sekunder,Irasional,Buruk,2025-08-27,13
800763,Tersier,Kewajiban,Tidak Baik,2025-08-28,7
880132,Sekunder,Terencana,Senang,2025-08-29,7
290222,Primer,Terencana,Senang,2025-08-30,1
309766,Tidak Terduga,Irasional,Baik,2025-08-31,18
196931,Tersier,Gaya Hidup,Senang,2025-09-01,7
855622,Sekunder,Irasional,Buruk,2025-09-02,7
765343,Tersier,Sial,Buruk,2025-09-03,10
143346,Primer,Kewajiban,Tidak Baik,2025-09-04,10
431124,Primer,Terencana,Baik,2025-09-05,10
944533,Tidak Terduga,Irasional,Buruk,2025-09-06,15
70605,Tersier,Gaya Hidup,Senang,2025-09-07,1
930300,Sekunder,Teratur,Tidak Baik,2025-09-08,10
523554,Sekunder,Kewajiban,Tidak Baik,2025-09-09,17
263238,Sekunder,Terencana,Buruk,2025-09-10,17
239267,Tidak Terduga,Teratur,Baik,2025-09-11,16
886253,Primer,Luxury,Buruk,2025-09-12,17
993066,Sekunder,Gaya Hidup,Senang,2025-09-13,20
512662,Tidak Terduga,Irasional,Senang,2025-09-14,19
396643,Tidak Terduga,Gaya Hidup,Baik,2025-09-15,11
350015,Tidak Terduga,Luxury,Senang,2025-09-16,1
890394,Tidak Terduga,Irasional,Buruk,2025-09-17,9
863980,Tidak Terduga,Irasional,Senang,2025-09-18,15
943648,Tidak Terduga,Esensial,Baik,2025-09-19,1
268651,Primer,Teratur,Buruk,2025-09-20,6
263752,Primer,Kewajiban,Tidak Baik,2025-09-21,1
54813,Sekunder,Terencana,Buruk,2025-09-22,12
722094,Tersier,Kewajiban,Senang,2025-09-23,20
232511,Primer,Kewajiban,Tidak Baik,2025-09-24,13
447821,Tersier,Irasional,Senang,2025-09-25,17
374207,Sekunder,Kewajiban,Buruk,2025-09-26,12
322136,Primer,Luxury,Baik,2025-09-27,3
936339,Primer,Kewajiban,Buruk,2025-09-28,20
102792,Sekunder,Luxury,Tidak Baik,2025-09-29,11
840891,Sekunder,Luxury,Baik,2025-09-30,7
322683,Tersier,Terencana,Senang,2025-10-01,15
398203,Tersier,Gaya Hidup,Tidak Baik,2025-10-02,16
702642,Sekunder,Teratur,Tidak Baik,2025-10-03,9
564150,Primer,Terencana,Buruk,2025-10-04,20
449093,Tidak Terduga,Esensial,Senang,2025-10-05,6
742526,Tersier,Kewajiban,Baik,2025-10-06,13
914642,Sekunder,Irasional,Senang,2025-10-07,14
592262,Primer,Teratur,Baik,2025-10-08,7
377235,Primer,Irasional,Buruk,2025-10-09,6
58941,Tersier,Kewajiban,Buruk,2025-10-10,20
150944,Tersier,Kewajiban,Baik,2025-10-11,11
949641,Tidak Terduga,Gaya Hidup,Senang,2025-10-12,14
303903,Tersier,Terencana,Buruk,2025-10-13,8
217241,Tidak Terduga,Sial,Baik,2025-10-14,9
638792,Sekunder,Kewajiban,Buruk,2025-10-15,6
308361,Tersier,Luxury,Senang,2025-10-16,15
70115,Tidak Terduga,Terencana,Tidak Baik,2025-10-17,16
143668,Tersier,Terencana,Baik,2025-10-18,16
655550,Sekunder,Kewajiban,Baik,2025-10-19,11
485673,Sekunder,Esensial,Tidak Baik,2025-10-20,6
392479,Tidak Terduga,Gaya Hidup,Buruk,2025-10-21,6
793934,Primer,Luxury,Baik,2025-10-22,12
854629,Sekunder,Irasional,Buruk,2025-10-23,19
358914,Sekunder,Gaya Hidup,Senang,2025-10-24,5
487592,Sekunder,Luxury,Senang,2025-10-25,1
665656,Sekunder,Irasional,Baik,2025-10-26,14
566265,Primer,Sial,Baik,2025-10-27,3
151263,Sekunder,Gaya Hidup,Baik,2025-10-28,13
433906,Primer,Terencana,Senang,2025-10-29,12
973199,Tersier,Esensial,Buruk,2025-10-30,18
634596,Primer,Gaya Hidup,Buruk,2025-10-31,3
229312,Tidak Terduga,Gaya Hidup,Tidak Baik,2025-11-01,5
297095,Tersier,Gaya Hidup,Buruk,2025-11-02,20
76542,Primer,Irasional,Senang,2025-11-03,5
773215,Primer,Terencana,Tidak Baik,2025-11-04,1
487239,Primer,Esensial,Senang,2025-11-05,12
31773,Primer,Luxury,Buruk,2025-11-06,19
575175,Primer,Teratur,Buruk,2025-11-07,6
875687,Primer,Irasional,Senang,2025-11-08,5
594607,Tidak Terduga,Sial,Tidak Baik,2025-11-09,19
750221,Tidak Terduga,Gaya Hidup,Buruk,2025-11-10,10
784377,Tidak Terduga,Sial,Buruk,2025-11-11,4
807991,Primer,Luxury,Senang,2025-11-12,3
802840,Tersier,Sial,Senang,2025-11-13,11
733204,Tidak Terduga,Terencana,Senang,2025-11-14,14
236606,Sekunder,Terencana,Tidak Baik,2025-11-15,7
411913,Sekunder,Irasional,Tidak Baik,2025-11-16,2
482248,Primer,Teratur,Buruk,2025-11-17,5
103372,Tersier,Terencana,Buruk,2025-11-18,19
726503,Tidak Terduga,Kewajiban,Baik,2025-11-19,11
995498,Primer,Terencana,Baik,2025-11-20,11
376239,Tersier,Irasional,Senang,2025-11-21,19
683425,Sekunder,Luxury,Senang,2025-11-22,13
359164,Tidak Terduga,Kewajiban,Baik,2025-11-23,8
725612,Primer,Kewajiban,Senang,2025-11-24,14
919208,Primer,Kewajiban,Baik,2025-11-25,8
160679,Tersier,Teratur,Baik,2025-11-26,15
784717,Primer,Kewajiban,Buruk,2025-11-27,5
973767,Primer,Gaya Hidup,Tidak Baik,2025-11-28,14
344910,Tidak Terduga,Esensial,Tidak Baik,2025-11-29,6
561756,Sekunder,Kewajiban,Buruk,2025-11-30,20
354308,Sekunder,Terencana,Senang,2025-12-01,10
729287,Tersier,Sial,Baik,2025-12-02,6
458231,Sekunder,Esensial,Buruk,2025-12-03,2
372027,Tersier,Irasional,Senang,2025-12-04,14
451947,Tidak Terduga,Gaya Hidup,Senang,2025-12-05,13
761076,Tersier,Sial,Baik,2025-12-06,3
340016,Sekunder,Sial,Baik,2025-12-07,11
611343,Primer,Kewajiban,Baik,2025-12-08,9
163470,Tidak Terduga,Irasional,Tidak Baik,2025-12-09,20
231158,Sekunder,Esensial,Baik,2025-12-10,17
470869,Tidak Terduga,Teratur,Buruk,2025-12-11,1
727229,Tersier,Esensial,Senang,2025-12-12,18
427562,Sekunder,Irasional,Tidak Baik,2025-12-13,11
740219,Primer,Luxury,Senang,2025-12-14,4
814475,Primer,Teratur,Senang,2025-12-15,7
976660,Primer,Esensial,Senang,2025-12-16,7
212480,Primer,Sial,Tidak Baik,2025-12-17,4
675414,Tidak Terduga,Gaya Hidup,Senang,2025-12-18,8
626750,Sekunder,Teratur,Tidak Baik,2025-12-19,18
345568,Primer,Gaya Hidup,Baik,2025-12-20,2
455800,Primer,Kewajiban,Tidak Baik,2025-12-21,2
604553,Primer,Luxury,Baik,2025-12-22,9
904224,Tersier,Gaya Hidup,Buruk,2025-12-23,19
30425,Sekunder,Luxury,Baik,2025-12-24,18
348635,Tidak Terduga,Esensial,Baik,2025-12-25,8
330850,Tersier,Irasional,Buruk,2025-12-26,6
250392,Tersier,Sial,Buruk,2025-12-27,3
480770,Tidak Terduga,Irasional,Buruk,2025-12-28,3
853927,Primer,Gaya Hidup,Baik,2025-12-29,6
638158,Primer,Luxury,Senang,2025-12-30,5
666130,Sekunder,Kewajiban,Baik,2025-12-31,4
716508,Primer,Luxury,Buruk,2026-01-01,6
367902,Tersier,Teratur,Senang,2026-01-02,3
517575,Tersier,Kewajiban,Baik,2026-01-03,12
493246,Tersier,Terencana,Baik,2026-01-04,10
493638,Tidak Terduga,Terencana,Baik,2026-01-05,17
738446,Primer,Sial,Senang,2026-01-06,4
254082,Primer,Terencana,Buruk,2026-01-07,12
566004,Primer,Terencana,Senang,2026-01-08,18
526171,Primer,Teratur,Baik,2026-01-09,5
862291,Sekunder,Esensial,Baik,2026-01-10,14
974956,Sekunder,Irasional,Buruk,2026-01-11,18
864692,Tersier,Teratur,Tidak Baik,2026-01-12,14
801711,Tersier,Terencana,Baik,2026-01-13,18
207934,Tidak Terduga,Esensial,Tidak Baik,2026-01-14,16
720855,Tersier,Sial,Buruk,2026-01-15,13
118914,Primer,Sial,Senang,2026-01-16,10
327571,Tersier,Esensial,Buruk,2026-01-17,1
570490,Tersier,Luxury,Senang,2026-01-18,4
726101,Sekunder,Esensial,Tidak Baik,2026-01-19,19
693686,Primer,Sial,Buruk,2026-01-20,4
679342,Tidak Terduga,Luxury,Senang,2026-01-21,17
381470,Tidak Terduga,Terencana,Baik,2026-01-22,11
127923,Tidak Terduga,Luxury,Tidak Baik,2026-01-23,9
888179,Tersier,Kewajiban,Buruk,2026-01-24,18
817625,Tidak Terduga,Esensial,Buruk,2026-01-25,18
276277,Tidak Terduga,Luxury,Baik,2026-01-26,2
735477,Tidak Terduga,Gaya Hidup,Baik,2026-01-27,13
355498,Sekunder,Irasional,Buruk,2026-01-28,10
265552,Primer,Luxury,Buruk,2026-01-29,10
875742,Sekunder,Esensial,Baik,2026-01-30,5
238802,Primer,Kewajiban,Baik,2026-01-31,1
184511,Sekunder,Irasional,Tidak Baik,2026-02-01,2
55611,Primer,Sial,Buruk,2026-02-02,13
78458,Tidak Terduga,Teratur,Senang,2026-02-03,6
286736,Tidak Terduga,Kewajiban,Buruk,2026-02-04,19
528216,Tidak Terduga,Gaya Hidup,Senang,2026-02-05,17
670967,Sekunder,Irasional,Buruk,2026-02-06,16
921014,Tidak Terduga,Kewajiban,Senang,2026-02-07,15
835819,Tersier,Sial,Senang,2026-02-08,17
106365,Primer,Esensial,Baik,2026-02-09,16
507538,Sekunder,Gaya Hidup,Senang,2026-02-10,8
464572,Tidak Terduga,Terencana,Tidak Baik,2026-02-11,11
959181,Tidak Terduga,Teratur,Tidak Baik,2026-02-12,17
690356,Primer,Sial,Buruk,2026-02-13,11
633634,Tidak Terduga,Irasional,Tidak Baik,2026-02-14,13
233880,Tidak Terduga,Luxury,Buruk,2026-02-15,13
783240,Primer,Terencana,Tidak Baik,2026-02-16,10
760180,Primer,Luxury,Tidak Baik,2026-02-17,13
432630,Tersier,Irasional,Tidak Baik,2026-02-18,10
548392,Tersier,Gaya Hidup,Tidak Baik,2026-02-19,4
449066,Primer,Terencana,Buruk,2026-02-20,20
285836,Sekunder,Kewajiban,Buruk,2026-02-21,14
184739,Tersier,Sial,Buruk,2026-02-22,5
717926,Primer,Sial,Baik,2026-02-23,7
751024,Tidak Terduga,Gaya Hidup,Buruk,2026-02-24,10
35814,Sekunder,Gaya Hidup,Tidak Baik,2026-02-25,6
966021,Tidak Terduga,Luxury,Senang,2026-02-26,4
817443,Tersier,Irasional,Buruk,2026-02-27,20
932237,Tidak Terduga,Esensial,Tidak Baik,2026-02-28,5
837451,Sekunder,Luxury,Senang,2026-03-01,14
958477,Primer,Teratur,Tidak Baik,2026-03-02,5
141764,Primer,Kewajiban,Tidak Baik,2026-03-03,6
846232,Sekunder,Teratur,Tidak Baik,2026-03-04,3
475798,Tidak Terduga,Terencana,Tidak Baik,2026-03-05,7
259471,Tidak Terduga,Esensial,Baik,2026-03-06,6
214430,Sekunder,Gaya Hidup,Tidak Baik,2026-03-07,1
873170,Primer,Irasional,Tidak Baik,2026-03-08,10
759716,Tidak Terduga,Irasional,Baik,2026-03-09,3
573118,Tersier,Luxury,Baik,2026-03-10,2
517115,Sekunder,Esensial,Tidak Baik,2026-03-11,10
82657,Tersier,Gaya Hidup,Tidak Baik,2026-03-12,6
614482,Tersier,Teratur,Baik,2026-03-13,20
291303,Primer,Sial,Tidak Baik,2026-03-14,9
992037,Sekunder,Terencana,Buruk,2026-03-15,18
919545,Tidak Terduga,Kewajiban,Tidak Baik,2026-03-16,7
157253,Tidak Terduga,Irasional,Tidak Baik,2026-03-17,4
508634,Sekunder,Sial,Buruk,2026-03-18,10
169816,Primer,Sial,Baik,2026-03-19,16
870346,Tidak Terduga,Gaya Hidup,Baik,2026-03-20,17
517213,Tidak Terduga,Luxury,Tidak Baik,2026-03-21,19
730005,Tidak Terduga,Irasional,Baik,2026-03-22,4
586932,Primer,Irasional,Tidak Baik,2026-03-23,3
616075,Tidak Terduga,Gaya Hidup,Tidak Baik,2026-03-24,16
654377,Tidak Terduga,Kewajiban,Baik,2026-03-25,20
362711,Tersier,Kewajiban,Buruk,2026-03-26,15
821937,Primer,Esensial,Baik,2026-03-27,5
964727,Tidak Terduga,Gaya Hidup,Senang,2026-03-28,14
494071,Primer,Gaya Hidup,Tidak Baik,2026-03-29,19
672412,Primer,Luxury,Baik,2026-03-30,20
884596,Tidak Terduga,Esensial,Baik,2026-03-31,20
784213,Tidak Terduga,Teratur,Tidak Baik,2026-04-01,20
965351,Primer,Esensial,Baik,2026-04-02,9
559298,Primer,Luxury,Buruk,2026-04-03,19
477470,Primer,Irasional,Tidak Baik,2026-04-04,17
900914,Tersier,Esensial,Baik,2026-04-05,4
980906,Sekunder,Irasional,Buruk,2026-04-06,6
604485,Tidak Terduga,Sial,Buruk,2026-04-07,17
497574,Tersier,Terencana,Tidak Baik,2026-04-08,7
970790,Tersier,Terencana,Buruk,2026-04-09,4
196889,Primer,Sial,Tidak Baik,2026-04-10,18
809779,Sekunder,Kewajiban,Baik,2026-04-11,1
933342,Tidak Terduga,Irasional,Tidak Baik,2026-04-12,2
527732,Tersier,Teratur,Senang,2026-04-13,8
501932,Tidak Terduga,Gaya Hidup,Tidak Baik,2026-04-14,14
301782,Tersier,Gaya Hidup,Senang,2026-04-15,14
818295,Tidak Terduga,Teratur,Buruk,2026-04-16,14
289249,Primer,Terencana,Buruk,2026-04-17,1
910660,Primer,Kewajiban,Senang,2026-04-18,6
698636,Sekunder,Terencana,Senang,2026-04-19,1
320782,Primer,Teratur,Baik,2026-04-20,2
833013,Tersier,Irasional,Tidak Baik,2026-04-21,1
845451,Tersier,Teratur,Buruk,2026-04-22,12
576622,Tersier,Sial,Buruk,2026-04-23,7
538136,Tersier,Kewajiban,Tidak Baik,2026-04-24,6
687193,Primer,Gaya Hidup,Buruk,2026-04-25,18
280867,Primer,Teratur,Baik,2026-04-26,11
317936,Sekunder,Gaya Hidup,Tidak Baik,2026-04-27,7
491239,Tidak Terduga,Teratur,Senang,2026-04-28,18
111247,Sekunder,Kewajiban,Buruk,2026-04-29,13
778206,Tidak Terduga,Gaya Hidup,Buruk,2026-04-30,7
329607,Primer,Irasional,Senang,2026-05-01,4
275884,Tersier,Esensial,Buruk,2026-05-02,1
314913,Sekunder,Terencana,Buruk,2026-05-03,11
382161,Sekunder,Teratur,Buruk,2026-05-04,2
365239,Primer,Gaya Hidup,Tidak Baik,2026-05-05,11
966406,Tidak Terduga,Irasional,Senang,2026-05-06,6
596390,Sekunder,Esensial,Baik,2026-05-07,9
114491,Tidak Terduga,Teratur,Baik,2026-05-08,8
175095,Sekunder,Kewajiban,Senang,2026-05-09,17
188157,Tersier,Esensial,Tidak Baik,2026-05-10,8
272495,Primer,Irasional,Senang,2026-05-11,18
431641,Tidak Terduga,Irasional,Senang,2026-05-12,1
757659,Primer,Terencana,Senang,2026-05-13,12
190227,Primer,Teratur,Tidak Baik,2026-05-14,18
770734,Tidak Terduga,Teratur,Senang,2026-05-15,6
254345,Tidak Terduga,Luxury,Tidak Baik,2026-05-16,14
97348,Sekunder,Irasional,Baik,2026-05-17,20
465020,Tidak Terduga,Sial,Senang,2026-05-18,6
457398,Primer,Esensial,Buruk,2026-05-19,19
376954,Primer,Irasional,Baik,2026-05-20,20
598969,Tidak Terduga,Esensial,Senang,2026-05-21,2
518557,Tidak Terduga,Terencana,Senang,2026-05-22,2
465970,Sekunder,Kewajiban,Senang,2026-05-23,15
95290,Sekunder,Terencana,Senang,2026-05-24,13
246881,Sekunder,Luxury,Tidak Baik,2026-05-25,18
903349,Primer,Terencana,Tidak Baik,2026-05-26,14
470552,Tidak Terduga,Luxury,Tidak Baik,2026-05-27,6
438396,Tersier,Irasional,Buruk,2026-05-28,15
978791,Tidak Terduga,Teratur,Baik,2026-05-29,14
837189,Tidak Terduga,Luxury,Baik,2026-05-30,8
642451,Sekunder,Esensial,Baik,2026-05-31,8
759308,Tersier,Gaya Hidup,Tidak Baik,2026-06-01,6
50480,Tidak Terduga,Esensial,Tidak Baik,2026-06-02,18
928348,Tersier,Esensial,Baik,2026-06-03,7
953435,Tersier,Esensial,Baik,2026-06-04,17
832784,Tidak Terduga,Luxury,Senang,2026-06-05,20
633655,Sekunder,Teratur,Tidak Baik,2026-06-06,13
428858,Sekunder,Terencana,Baik,2026-06-07,7
530149,Tidak Terduga,Sial,Baik,2026-06-08,7
36182,Tersier,Terencana,Buruk,2026-06-09,16
398845,Tersier,Kewajiban,Baik,2026-06-10,14
343118,Sekunder,Irasional,Senang,2026-06-11,3
820075,Sekunder,Gaya Hidup,Baik,2026-06-12,17
438930,Sekunder,Terencana,Senang,2026-06-13,11
924905,Tersier,Sial,Tidak Baik,2026-06-14,4
964953,Tersier,Luxury,Buruk,2026-06-15,18
906325,Sekunder,Luxury,Senang,2026-06-16,13
469375,Sekunder,Terencana,Senang,2026-06-17,6
594365,Tersier,Kewajiban,Baik,2026-06-18,13
813826,Primer,Kewajiban,Buruk,2026-06-19,15
800319,Tersier,Esensial,Baik,2026-06-20,4
602661,Tidak Terduga,Gaya Hidup,Baik,2026-06-21,8
868722,Tidak Terduga,Luxury,Buruk,2026-06-22,14
662556,Tersier,Luxury,Baik,2026-06-23,18
971423,Tidak Terduga,Luxury,Baik,2026-06-24,10
261251,Primer,Luxury,Baik,2026-06-25,4
541945,Primer,Teratur,Tidak Baik,2026-06-26,1
260080,Primer,Terencana,Senang,2026-06-27,3
316193,Tidak Terduga,Teratur,Senang,2026-06-28,7
487007,Sekunder,Irasional,Baik,2026-06-29,5
539232,Primer,Kewajiban,Tidak Baik,2026-06-30,17
60434,Primer,Kewajiban,Buruk,2026-07-01,6
437746,Sekunder,Gaya Hidup,Buruk,2026-07-02,7
382457,Tersier,Kewajiban,Buruk,2026-07-03,8
731364,Sekunder,Esensial,Baik,2026-07-04,20
742131,Tersier,Teratur,Baik,2026-07-05,5
866912,Tersier,Teratur,Senang,2026-07-06,4
453956,Sekunder,Sial,Senang,2026-07-07,18
789359,Primer,Kewajiban,Buruk,2026-07-08,17
203061,Tersier,Kewajiban,Buruk,2026-07-09,8
911334,Sekunder,Luxury,Buruk,2026-07-10,12
520094,Primer,Terencana,Baik,2026-07-11,6
994209,Tersier,Sial,Buruk,2026-07-12,15
163827,Tidak Terduga,Teratur,Buruk,2026-07-13,20
682483,Primer,Gaya Hidup,Senang,2026-07-14,3
590069,Sekunder,Esensial,Tidak Baik,2026-07-15,17
58276,Tidak Terduga,Gaya Hidup,Baik,2026-07-16,16
980983,Sekunder,Teratur,Buruk,2026-07-17,11
443160,Tersier,Irasional,Buruk,2026-07-18,1
650644,Primer,Terencana,Tidak Baik,2026-07-19,13
621807,Tidak Terduga,Luxury,Tidak Baik,2026-07-20,16
725205,Tidak Terduga,Luxury,Senang,2026-07-21,16
58418,Tidak Terduga,Sial,Buruk,2026-07-22,13
118025,Tersier,Kewajiban,Buruk,2026-07-23,4
703971,Primer,Irasional,Buruk,2026-07-24,2
479433,Primer,Kewajiban,Baik,2026-07-25,14
172291,Tersier,Sial,Tidak Baik,2026-07-26,12
938959,Sekunder,Irasional,Baik,2026-07-27,19
514125,Tidak Terduga,Esensial,Senang,2026-07-28,6
220556,Sekunder,Gaya Hidup,Buruk,2026-07-29,1
82727,Tersier,Terencana,Baik,2026-07-30,18
302793,Sekunder,Gaya Hidup,Buruk,2026-07-31,17
427519,Sekunder,Terencana,Baik,2026-08-01,4
373254,Tersier,Esensial,Baik,2026-08-02,9
251941,Tidak Terduga,Esensial,Tidak Baik,2026-08-03,8
506786,Sekunder,Teratur,Tidak Baik,2026-08-04,3
372722,Primer,Irasional,Buruk,2026-08-05,20
383894,Sekunder,Sial,Tidak Baik,2026-08-06,5
828207,Sekunder,Kewajiban,Baik,2026-08-07,15
952369,Primer,Gaya Hidup,Tidak Baik,2026-08-08,20
427542,Tidak Terduga,Sial,Baik,2026-08-09,15
321773,Primer,Irasional,Buruk,2026-08-10,14
818539,Tidak Terduga,Irasional,Buruk,2026-08-11,4
902335,Tersier,Irasional,Senang,2026-08-12,15
472042,Tersier,Terencana,Baik,2026-08-13,17
294525,Sekunder,Teratur,Senang,2026-08-14,4
905467,Sekunder,Gaya Hidup,Buruk,2026-08-15,12
115884,Tersier,Esensial,Senang,2026-08-16,19
523152,Primer,Gaya Hidup,Buruk,2026-08-17,14
50324,Tersier,Teratur,Tidak Baik,2026-08-18,19
815408,Tidak Terduga,Esensial,Tidak Baik,2026-08-19,18
595621,Sekunder,Sial,Buruk,2026-08-20,8
84615,Primer,Terencana,Senang,2026-08-21,18
396960,Sekunder,Terencana,Buruk,2026-08-22,10
265113,Tersier,Teratur,Buruk,2026-08-23,12
